,bull_market,Daily_ROI_past_ma5
259,0,-0.002025819586452678
260,0,-0.003240199672502938
261,1,-0.0031522700666883107
262,1,-0.002907211018376284
263,0,0.001162408443864927
264,0,-0.003122706323962269
265,1,-0.00237203587915414
266,1,-0.0019639194431715656
267,0,-0.0014416633095624151
268,0,-0.005077464034180581
269,1,-0.007507611461735097
270,1,-0.0058097533937894975
271,0,-0.0057567875760419504
272,0,-0.007088716837958959
273,0,-0.005145000591137088
274,1,-0.0021006981789191033
275,0,-0.0017910484816318392
276,1,-0.00452162114660067
277,1,-0.003666658748356582
278,0,-0.00035563287476190336
279,0,-0.00033016433454116455
280,1,-0.0018953393703964472
281,0,0.0012037923568881
282,0,-0.00029091041025611046
283,1,-0.0023597744057646006
284,1,-0.0006155152229479439
285,1,0.0010166505667673765
286,1,0.0009912859800514696
287,0,0.002596080931530932
288,1,0.0010248016584534967
289,0,0.00046390337089871495
290,0,-0.00076859044996323
291,1,-0.0034370607943641635
292,0,-0.0031393129441283805
293,1,-0.0029001120244015084
294,0,-1.5309255652402875e-05
295,0,-1.4001767146078508e-05
296,1,0.0012950193463614674
297,1,0.0009084817938503581
298,0,0.0036529892233533303
299,0,-0.0006165646432716415
300,1,-0.0055606634462060985
301,0,0.002048734525964236
302,0,-0.0003031460865876499
303,1,-0.002579536676827359
304,1,0.0027013419369583506
305,0,0.008094058256001567
306,0,-0.003168097152653549
307,1,-0.0017507480072291581
308,1,0.0007602690194456361
309,0,-0.0024357230352225127
310,0,-0.003490652477492068
311,1,0.00024407854567598026
312,0,0.0021261616159671745
313,0,0.0005693794678913385
314,1,-0.0018577242277206425
315,0,9.561305278606627e-05
316,0,0.0002778550676068999
317,0,-0.003625855147284973
318,1,-0.005687508126868899
319,0,-0.0031510738959076674
320,1,-0.00511756511275614
321,0,-0.002312102172986116
322,0,-0.0017339756247180126
323,1,-0.0025897454052621746
324,1,-0.0030476978950204686
325,1,0.0004977112319579175
326,0,-0.0016788304119884731
327,0,-0.0019874783859237305
328,1,-0.0009146900032324347
329,1,0.0001830119407663252
330,1,-0.00192590031224439
331,0,-0.0014967424672553751
332,0,-0.0008715698854483637
333,0,6.839989382849826e-05
334,1,-0.0027172506868476083
335,1,-0.001961588474875005
336,0,-0.0014854067620574626
337,0,-0.000951109129837701
338,0,-0.0010626109712080884
339,1,-0.004218033405651191
340,1,-0.0006647359432969312
341,1,-0.00015372869148518563
342,0,0.006155866936009126
343,0,0.004361317177561068
344,1,0.00011441304667868662
345,0,-0.004292108145497028
346,1,-0.00825244113301587
347,1,-0.011731396943085705
348,1,-0.006346932945064383
349,0,0.0034319998197677214
350,1,0.0025023640456769405
351,1,0.0074883077937126395
352,0,0.006621912910351848
353,1,0.000869316453151707
354,1,0.0003560440423779265
355,1,0.0014181680100397403
356,0,0.00016708113343621086
357,0,-0.003871202021963288
358,1,-0.0031281465133397397
359,0,-0.003481563980794889
360,0,-0.0056898663793635935
361,1,-0.008741418550284794
362,0,0.000989006960224846
363,1,0.002813733731567447
364,1,0.005372616392312456
365,1,0.008365318888487325
366,0,0.010781818950390078
367,1,0.003081983738453039
368,1,0.004323884767322463
369,1,0.002694609095279851
370,0,0.0018382435637306883
371,1,0.0003390505545586263
372,1,0.0033809079799611485
373,1,0.004737240102249405
374,0,0.004465737365194288
375,0,0.0037041706156189813
376,1,0.003965281357899609
377,0,0.003825887497388191
378,0,0.0003151568853260251
379,0,-0.0014925792734048105
380,0,-0.0024297908593395438
381,0,-0.0028470609682958825
382,0,-0.004798849496005624
383,1,-0.003625699959957822
384,1,-0.0027573950417294686
385,1,-0.00015135970077228452
386,0,0.002059168761180016
387,1,0.0016754231719805384
388,1,0.004883724438165678
389,0,0.005996767721370666
390,1,0.0037619983301379833
391,1,0.003761262325295072
392,0,0.00496931534456416
393,0,0.0016835184406455337
394,0,0.0002282671096793355
395,1,0.000797963165417648
396,0,0.0004963880393172423
397,1,0.00015814135018756099
398,0,0.0015304163490205721
399,1,0.0006528564694470581
400,1,0.0010575948937495854
401,0,0.00013544754304638427
402,1,-0.0011859151039125316
403,1,-0.0018378516870372172
404,1,9.789208923255895e-05
405,1,0.0010145368029466522
406,1,0.002219310729349081
407,1,0.004161058415491065
408,0,0.004465579338905031
409,0,0.0035330062576585048
410,1,-0.0016948946249848167
411,1,0.007074521862977613
412,0,0.013120011901776987
413,0,0.00944824291766598
414,0,0.008774701260965617
415,0,0.011940308812366946
416,1,-0.002466440956489427
417,0,-0.007279262738082615
418,0,-0.004878442529163694
419,1,-0.004608972807759865
420,1,-0.003141339888018559
421,0,0.0014643499700810528
422,1,-0.00038828058080909056
423,1,0.0008600389209185731
424,0,0.0030154819657208687
425,0,0.00122948292092896
426,0,0.0005059448481867154
427,1,0.0003085502175348922
428,1,0.0003471182434686094
429,0,-0.0012627534514007804
430,1,-0.0034862274638303783
431,0,-0.002353167677471866
432,1,-0.0030220625305228594
433,0,-0.003481250644802757
434,0,-0.0036328569503333206
435,0,-0.001385548552498872
436,1,-0.0026491584427900733
437,1,-0.00037287401480254925
438,0,0.00017637007615022753
439,0,-0.0004585865613309017
440,1,0.0006015857924210778
441,1,0.0017207100723854733
442,1,0.0014793742466735432
443,0,0.001545931834047496
444,0,0.0010873408374886505
445,1,0.00021034480874125588
446,0,0.0001671710866001217
447,1,-0.0011114961632129176
448,0,0.00016335143980005656
449,0,0.00014880133700454179
450,1,0.0007005394706778548
451,0,0.0022684785329775458
452,0,0.0011454915446175997
453,0,-0.0009838729535614804
454,1,-0.0009394097635153753
455,0,0.0007354087368656372
456,0,-0.002117641612272174
457,0,-0.003895566773586766
458,0,-0.003941542040239271
459,0,-0.0045673074970600525
460,0,-0.008366242897337195
461,0,-0.009038565823727905
462,1,-0.008399784594338992
463,0,-0.004338187600622931
464,0,-0.003073792447252679
465,0,-0.0006936324359566662
466,1,0.0006670439017675885
467,1,0.003554969929607544
468,0,0.0007724124197023751
469,1,0.00041126175387920137
470,0,0.0021892667302114252
471,1,0.0019204231063326964
472,1,0.0027763240161449575
473,1,0.0028330143645830435
474,1,0.004887137606385499
475,1,0.005707267420609645
476,1,0.00749058497221095
477,1,0.007423510080733048
478,1,0.00654466666839474
479,0,0.005557358513068184
480,0,0.0021495547053932804
481,1,-0.0002260887636189238
482,1,-0.0006857217723256533
483,0,0.00034651266056245683
484,0,-0.00014644467786775097
485,1,0.00037284682724413574
486,0,0.0019861300085807065
487,0,-0.0007413929628597548
488,1,-0.005600887514617785
489,1,-0.003866795254387872
490,0,-0.0013461068951636812
491,1,-0.0035285299375297507
492,0,-0.0005489454832723553
493,0,-0.00019398378317231346
494,0,-0.0018734221777102866
495,1,-0.004728128921706621
496,0,-0.003029009972486222
497,0,-0.004931138023805543
498,0,-0.0029481925536325995
499,0,-0.00402162447453636
500,0,-0.005990550677330541
501,0,-0.006850375155536129
502,0,-0.010425145702585889
503,0,-0.012772688912953814
504,0,-0.01492142572942547
505,0,-0.013691386874918526
506,1,-0.014185584684270683
507,0,-0.008669645805205984
508,1,-0.006578662280043929
509,1,0.0006593587926083846
510,1,0.0031233970822419845
511,1,0.004535482888139328
512,0,0.004218516484689811
513,0,0.005518764115097421
514,1,0.0015373982925372073
515,0,0.0008000546170318457
516,1,7.587016330196824e-05
517,1,0.0004461737812472777
518,1,0.0008651492521864476
519,1,0.0038117673287092896
520,1,0.004037341272048333
521,0,0.00600996931902704
522,0,0.004478089558078744
523,0,0.003494061517129126
524,1,-0.0008675713103936004
525,0,0.00011101397184375295
526,0,-0.0022946306901040934
527,1,-0.0040310885700506425
528,0,-0.002169985613190197
529,1,-0.0016529237260247617
530,0,-0.0019274673205544844
531,1,-0.0010997139880967015
532,1,0.0023283398877544425
533,0,0.0018415070023911375
534,1,0.0022372829029837374
535,0,0.0012831985310313735
536,0,-0.0013361936957145136
537,0,-0.003676033775919637
538,1,-0.004723384258115862
539,0,-0.0033268510633649656
540,0,-0.00391338997617399
541,0,-0.005247829211776261
542,0,-0.005868158905870458
543,0,-0.006989547126397086
544,1,-0.008505326327422732
545,0,-0.006979253435014007
546,1,-0.0038187189215371136
547,1,-0.0019379982864802278
548,1,0.0006736827093189679
549,1,0.0017513865083249285
550,1,0.0007207316379734803
551,1,0.002246851934768795
552,0,0.0030954151936567705
553,0,0.0004844810251407107
554,0,-0.000612686442649826
555,1,-0.0023449895857681835
556,1,-0.0027620760641669717
557,0,-0.003464407897821667
558,0,-0.0030751014715981184
559,0,-0.0037646976449570387
560,0,-0.004507250703714575
561,1,-0.008524844529864415
562,0,-0.006805346903788358
563,0,-0.005674583306639815
564,0,-0.005176747835275004
565,0,-0.003518475002457259
566,1,-0.0009770737730037632
567,0,-0.0023167944234490857
568,1,-0.0026248835023231164
569,1,-0.00018376260342249564
570,0,0.0013779928210946567
571,0,0.0009340116698247414
572,1,-0.0022920876980548057
573,1,-0.00095533537511745
574,0,-0.0020206527085592017
575,0,-0.0033009040945687585
576,0,-0.0036890304412597235
577,0,-0.001596553401067868
578,0,-0.0030886431254488513
579,0,-0.004222676075548312
580,0,-0.005088777377793495
581,1,-0.0031826899312950574
582,1,-0.0023544842229104726
583,1,-0.0016062764574908427
584,0,0.0007585919005815449
585,1,0.0013877116746469896
586,0,0.0027936999037755828
587,1,-0.0026745651371013097
588,0,8.527434605173009e-05
589,1,-0.0015043903002417557
590,1,0.002340463807326567
591,0,0.0014246635312928108
592,1,0.003633023167691382
593,1,0.0038635603080859845
594,1,0.0062799507245052035
595,1,0.003561103794726439
596,1,0.005126677161751986
597,0,0.008395329997986216
598,0,0.004743299117405642
599,1,0.000566264808241692
600,1,0.0026267804542174917
601,1,0.0007273249888440015
602,0,0.0008274846268419182
603,0,0.0009552173773027124
604,0,0.002191875501829305
605,0,-0.0014683251329800852
606,0,-0.0018444560162265602
607,1,-0.00422838835188276
608,0,0.0014673525529080751
609,1,0.0018451769447931227
610,1,0.0037087325605864516
611,0,0.005560510271181706
612,0,0.003930332364009398
613,0,-0.002134785738841874
614,0,-0.003983581067477748
615,1,-0.007440015726721404
616,1,-0.008429597064175093
617,1,-0.0034096254575295484
618,0,-0.0026899504001514493
619,0,-0.0014260530545308777
620,0,0.0007363707444033132
621,0,-0.001275076033612006
622,0,-0.005373199951904023
623,1,-0.009077890931037853
624,1,-0.008218312213020457
625,0,-0.007310729851102647
626,0,-0.0058109553208316195
627,0,-0.003960473595381363
628,1,-0.0010985647788624344
629,0,-0.0010468892460193276
630,0,-0.004371116720472962
631,1,-0.005173131821472264
632,0,-0.002747546672638012
633,1,-0.0024930422356542145
634,1,-0.0009512655050837847
635,0,0.0023207366092966018
636,0,0.0012157380468512905
637,1,-0.002826704567709358
638,1,-0.0023141340975987683
639,1,-0.0022917592891179665
640,0,-6.848440983238738e-05
641,1,-0.0003564402250367561
642,1,0.002251959390237322
643,1,0.003128927568638759
644,0,0.0026891469390200136
645,0,-0.0013279105087238175
646,0,6.76607277743841e-05
647,0,-0.0015358757311913402
648,0,-0.004307501024526645
649,0,-0.005942375324956108
650,1,-0.004937418702519934
651,0,-0.0029603476945347846
652,0,-0.004064699322103918
653,1,-0.010010639854464697
654,0,-0.00838156125590868
655,0,-0.008581921457162077
656,0,-0.015223107179525514
657,1,-0.014564382885399374
658,1,-0.005912820438987106
659,1,-0.006654523151319788
660,1,-0.0042430379868878395
661,1,0.0026867161244807205
662,0,0.0068682002556938624
663,0,0.000151620792750104
664,1,-0.00458747328216056
665,1,-0.005441746912822977
666,1,-0.0037629051014630944
667,0,-0.005819859814985664
668,0,-0.004913521045437995
669,0,-0.004279779312078765
670,1,-0.005796240191752997
671,1,-0.008468085822023606
672,1,-0.006742090351549103
673,1,-0.0015360197656844382
674,0,0.0023646618483430817
675,1,0.00257342083374379
676,1,0.002215093831079565
677,0,0.001395140226738216
678,0,-0.0001972471173003849
679,0,-0.0035707854674547567
680,0,-0.005866166152872598
681,0,-0.006230476616370757
682,0,-0.011312978130155988
683,0,-0.012582387861820452
684,0,-0.011262665699952297
685,0,-0.012319233602428021
686,1,-0.014349515698372867
687,0,-0.008045785309202228
688,1,-0.008759752689614996
689,1,-0.00529031976756079
690,0,0.00021596721270928445
691,0,-0.003549128144082948
692,1,-0.007332399517015692
693,0,0.001355185311594654
694,0,-0.001651267723303898
695,0,-0.005070271308237737
696,0,0.0002118160907477462
697,1,0.00016786340090782227
698,0,-0.002882869912379741
699,0,-0.0035364521330437477
700,1,-0.002227079484856142
701,1,0.002459914557944606
702,0,0.0037575690170636848
703,0,-0.0013322361849133738
704,0,-0.002772497152595755
705,0,-0.007728191908641292
706,0,-0.012730337285469694
707,1,-0.017631120634895366
708,1,-0.01364147602306037
709,1,-0.009231362938714623
710,0,-0.0029834469715270657
711,0,-0.007130433747463441
712,0,-0.004431351392355956
713,0,-0.011611957198445754
714,1,-0.017355707222853414
715,1,-0.007211235050248006
716,1,-0.0008325880326375941
717,0,0.0016076510471898509
718,1,0.006059629660037679
719,1,0.011738528738266129
720,0,0.0017088046991199104
721,0,0.00027740930222854135
722,1,-0.0003668049158026959
723,0,0.0019729700504341487
724,0,-0.001262223761361482
725,0,-0.00502467494414012
726,1,-0.0066513125656922955
727,1,-0.0062456364331703205
728,1,-0.004608871220890286
729,1,-0.002150385031341751
730,0,0.0029722568232464813
731,1,0.004311499449614382
732,0,0.008439853165890064
733,1,0.0015676754658994923
734,1,0.0013918541776793121
735,0,0.0010865539964239582
736,0,-0.0012490363919800775
737,1,-0.0059626956685931804
738,1,-0.0009497271256075603
739,1,0.0013689126274897552
740,0,0.003766909973955511
741,0,0.0063278089895197984
742,1,0.00605160694318903
743,1,0.006422484503155248
744,0,0.006700282363508739
745,1,0.0005084546235278959
746,1,0.0059900769560526776
747,0,0.009324688786263483
748,1,0.006874788275082836
749,1,0.00551731827122815
750,0,0.008836165855345593
751,0,0.002555915906507368
752,0,-0.0008697299600724927
753,0,4.816399203628639e-05
754,0,-0.0015116351868051947
755,1,-0.004319266101542846
756,1,-0.0021606727449963647
757,1,0.0009094479454109783
758,0,0.0028579019555956043
759,0,0.0010403870025334078
760,0,0.0012955140739121416
761,0,-0.0002311737307755972
762,1,-0.0032559982028289316
763,0,-0.003939789047267068
764,1,-0.005749126549060563
765,0,-0.0033831859111630143
766,1,-0.007482435992588887
767,0,-0.006477330514045911
768,0,-0.009030552277735764
769,0,-0.005448712540600581
770,1,-0.008847335840085095
771,0,-0.0037806525881936863
772,0,-0.004669029756834128
773,1,-0.0038978793969606782
774,0,-0.0029677386347218967
775,0,-0.002066109109718649
776,1,-0.004901553749959401
777,1,-0.0030957946380469866
778,0,0.009436163511846864
779,0,0.003982032271411235
780,1,0.0013939583366162078
781,0,0.004459730622487191
782,0,0.002054227076521929
783,0,-0.009723744674117608
784,1,-0.005541116764058724
785,0,-0.0016978898733024123
786,1,-0.003941902587118686
787,1,0.0010434004473000268
788,0,0.0037995893541454004
789,0,0.00319402768146022
790,0,0.0001309160170413666
791,0,0.00027534517345172165
792,1,-0.004872173583563668
793,1,-0.006886845590037803
794,0,-0.004867414048754404
795,1,-0.0042912806587165325
796,0,-0.0014992419913091746
797,0,-0.0030247284763821715
798,0,-0.003689439894474119
799,1,-0.010555707832249921
800,0,-0.006900306006812383
801,0,-0.0091000517937287
802,1,-0.006374880423057047
803,1,-0.00488848101222645
804,1,0.00266623233926448
805,1,0.0044874220142299154
806,0,0.006139077071940476
807,1,0.005378891361431788
808,0,0.005321344202878793
809,0,0.0012986144444131812
810,1,-0.0032585780799017487
811,0,-0.003056138071535105
812,0,-0.004739641936182244
813,0,-0.007561384348054714
814,0,-0.008463624121713458
815,0,-0.00961039029761449
816,1,-0.0108770010144907
817,1,-0.007607616179731021
818,1,-0.005743196613235356
819,0,-0.0009523809170749088
820,1,1.8254698643821803e-05
821,1,0.0005247681738655903
822,1,0.0007340843183658685
823,0,0.00488692109136578
824,0,-0.0007019323380219204
825,0,0.0007237031158257815
826,1,-0.007211463574130592
827,1,-0.006781324396030189
828,1,-0.009560246221159575
829,1,-0.002598439529875685
830,0,0.0012257774118966552
831,1,0.00582391207200782
832,0,0.009733811933613199
833,1,0.0031502012997077977
834,0,0.0019050617532234116
835,1,-0.003937003253149731
836,0,-6.334399518998171e-05
837,1,-0.008184128556447973
838,1,-0.0018858291040382198
839,0,-0.0024822688951303953
840,1,-0.0021234796229646627
841,0,0.0009691510615410778
842,1,-0.0017505042533611
843,1,0.002150054391033824
844,0,0.003938135777634098
845,1,0.0047338396284454095
846,1,0.0010774614843242004
847,0,0.009256966346709122
848,0,0.002754998165561468
849,0,-0.0012368607380615388
850,0,-0.0030798022091995205
851,1,-0.0033436119238979788
852,0,-0.005435740572054383
853,0,-0.0044110214576371055
854,1,-0.007299410757460878
855,1,-0.0038327586883723347
856,0,-0.00375510437113871
857,1,-0.005925000824968522
858,0,-0.0022006731797356424
859,1,0.001518860326435895
860,1,0.0019120209615052022
861,1,0.001911943948865607
862,0,0.0038904514510920947
863,0,-0.005051297974262857
864,0,-0.006425701715494331
865,0,-0.010121904792876116
866,0,-0.012576095741797893
867,0,-0.014008850916377788
868,1,-0.011302766988928221
869,0,-0.008969279281392812
870,0,-0.00989783754311379
871,0,-0.010345927947369025
872,0,-0.012524388178918303
873,0,-0.01576968883949735
874,0,-0.01720360241125523
875,0,-0.017921021601941766
876,1,-0.021957545802082784
877,1,-0.015470544654274146
878,0,-0.006907199337338831
879,1,-0.007344959881368522
880,1,-0.002299524102070785
881,1,0.007360391910935746
882,1,0.005148395128447004
883,1,0.0045098199396249525
884,0,0.00974413564542132
885,0,0.008085802082154933
886,1,0.0045310415869908765
887,0,0.005782784858070504
888,1,0.0031363330163644123
889,1,0.002344623293101522
890,0,0.004468614483856656
891,1,0.004582289997062271
892,1,0.0032709813369277965
893,0,0.0045211226828824015
894,0,-0.0008044381957467775
895,0,-0.0038537097719538783
896,0,-0.0033446105255671523
897,1,-0.004410926474390647
898,0,-0.004361817380177353
899,0,-0.002700948170211454
900,1,-0.0017870880357604708
901,0,0.0030259240618345654
902,0,0.0018314781007997775
903,1,0.0009420139599696095
904,0,0.0038062424210873274
905,1,0.0037856009066419396
906,1,-0.00017582083516292274
907,0,0.0025045984774532807
908,1,0.0021652289681090447
909,0,0.0021666098570992482
910,0,0.00047732009013371423
911,0,-0.0007922404364189464
912,0,-0.0027304011323006547
913,1,-0.0022237376037175806
914,0,-0.0029059600996570963
915,0,-0.0010001428389878387
916,0,-0.0054313248965789
917,0,-0.008994850618034376
918,0,-0.015327806309986253
919,1,-0.0225624501357438
920,0,-0.01694434563991117
921,1,-0.01796952360548839
922,0,-0.01156345685813683
923,0,-0.00705853157391754
924,0,-0.0029569451089140842
925,1,-0.012242821256908449
926,1,-0.0036091912047504075
927,0,-0.004489918783611789
928,1,-0.0037571248485899046
929,0,-0.0006928261515823519
930,1,0.0009362783005154772
931,1,-0.0007749067004052867
932,1,-0.0004537049429036143
933,0,0.0018515999766253947
934,1,-8.118605701137169e-05
935,0,0.007257378620442939
936,1,0.003091335610410706
937,1,0.0030702672595660486
938,0,0.004281983754968751
939,1,0.0031998484391045448
940,0,-7.003798755990213e-05
941,0,0.003097229976339393
942,0,-0.0001575048496999229
943,1,-0.005318568983216508
944,1,-0.003675981401096761
945,1,-0.0024231878879689694
946,0,0.0006358959732002241
947,0,0.0022244058918624715
948,1,0.0039062223900775002
949,0,0.003844200061418817
950,0,0.0008852039091765063
951,1,-0.002353394283341757
952,0,-0.0018104418906706456
953,0,-0.0007252889490178819
954,0,-0.0016935189329279968
955,0,-0.0015128057049465285
956,1,-0.00496869039499903
957,0,-0.004238409435094062
958,0,-0.004665643127096103
959,1,-0.004615674601298086
960,1,-0.0020504176378643687
961,0,0.002370843329493088
962,0,0.0009180741200231435
963,0,0.00026168090873802117
964,1,-0.0020004917866534274
965,1,-0.0027803543145035834
966,0,-0.0008471920380161071
967,0,-0.0012237227028053478
968,1,-0.0003894377548111316
969,1,0.004524761158251699
970,0,0.003655620569403775
971,1,-0.0009230417557186683
972,1,0.0010583032088847398
973,1,0.002731314637099869
974,1,0.0015536203303076874
975,0,0.0017412946686163708
976,1,0.00044364799538671037
977,0,-0.000364938265679647
978,0,-0.002232577586327538
979,0,-0.004428496719001565
980,0,-0.008394809085258071
981,0,-0.018234089795041267
982,0,-0.02006381301101296
983,1,-0.025661902230686272
984,1,-0.02123510818957657
985,1,-0.01266248103073302
986,0,0.0017200977248296831
987,1,0.0005395587341582589
988,1,0.008028867817335156
989,1,0.005520661122378401
990,0,0.0015691825058208615
991,0,-9.045177415116e-05
992,1,0.0020142446136648053
